mes,borough,payment_method,fare_class_category,ridership
2024-02,Brooklyn,omny,OMNY - Seniors & Disability,43949
2024-02,Manhattan,metrocard,Metrocard - Fair Fare,1371288
2024-02,Manhattan,metrocard,Metrocard - Full Fare,7404124
2024-02,Manhattan,metrocard,Metrocard - Other,2124876
2024-02,Manhattan,metrocard,Metrocard - Seniors & Disability,1701825
2024-02,Manhattan,metrocard,Metrocard - Students,1617786
2024-02,Manhattan,metrocard,Metrocard - Unlimited 30-Day,4155348
2024-02,Manhattan,metrocard,Metrocard - Unlimited 7-Day,3803815
2024-02,Manhattan,omny,OMNY - Full Fare,28774274
2024-02,Manhattan,omny,OMNY - Other,6657
2024-02,Manhattan,omny,OMNY - Seniors & Disability,215079
2024-02,Queens,metrocard,Metrocard - Fair Fare,480892
2024-02,Queens,metrocard,Metrocard - Full Fare,2389311
2024-02,Queens,metrocard,Metrocard - Other,619515
2024-02,Queens,metrocard,Metrocard - Seniors & Disability,552779
2024-02,Queens,metrocard,Metrocard - Students,833204
2024-02,Queens,metrocard,Metrocard - Unlimited 30-Day,1457442
2024-02,Queens,metrocard,Metrocard - Unlimited 7-Day,1515187
2024-02,Queens,omny,OMNY - Full Fare,5574557
2024-02,Queens,omny,OMNY - Other,3683
2024-02,Queens,omny,OMNY - Seniors & Disability,27844
2024-02,Staten Island,metrocard,Metrocard - Fair Fare,6251
2024-02,Staten Island,metrocard,Metrocard - Full Fare,52394
2024-02,Staten Island,metrocard,Metrocard - Other,11743
2024-02,Staten Island,metrocard,Metrocard - Seniors & Disability,9883
2024-02,Staten Island,metrocard,Metrocard - Students,9802
2024-02,Staten Island,metrocard,Metrocard - Unlimited 30-Day,11343
2024-02,Staten Island,metrocard,Metrocard - Unlimited 7-Day,7165
2024-02,Staten Island,omny,OMNY - Full Fare,52716
2024-02,Staten Island,omny,OMNY - Other,112
2024-02,Staten Island,omny,OMNY - Seniors & Disability,484
2024-03,Bronx,metrocard,Metrocard - Fair Fare,468980
2024-03,Bronx,metrocard,Metrocard - Full Fare,1279935
2024-03,Bronx,metrocard,Metrocard - Other,477294
2024-03,Bronx,metrocard,Metrocard - Seniors & Disability,229160
2024-03,Bronx,metrocard,Metrocard - Students,679250
2024-03,Bronx,metrocard,Metrocard - Unlimited 30-Day,611103
2024-03,Bronx,metrocard,Metrocard - Unlimited 7-Day,846921
2024-03,Bronx,omny,OMNY - Full Fare,2312228
2024-03,Bronx,omny,OMNY - Other,1392
2024-03,Bronx,omny,OMNY - Seniors & Disability,8110
2024-03,Brooklyn,metrocard,Metrocard - Fair Fare,969054
2024-03,Brooklyn,metrocard,Metrocard - Full Fare,3234811
2024-03,Brooklyn,metrocard,Metrocard - Other,1154750
2024-03,Brooklyn,metrocard,Metrocard - Seniors & Disability,818020
2024-03,Brooklyn,metrocard,Metrocard - Students,1717592
2024-03,Brooklyn,metrocard,Metrocard - Unlimited 30-Day,2114357
2024-03,Brooklyn,metrocard,Metrocard - Unlimited 7-Day,1725852
2024-03,Brooklyn,omny,OMNY - Full Fare,11105551
2024-03,Brooklyn,omny,OMNY - Other,2797
2024-03,Brooklyn,omny,OMNY - Seniors & Disability,49554
2024-03,Manhattan,metrocard,Metrocard - Fair Fare,1486835
2024-03,Manhattan,metrocard,Metrocard - Full Fare,7971101
2024-03,Manhattan,metrocard,Metrocard - Other,2292295
2024-03,Manhattan,metrocard,Metrocard - Seniors & Disability,1823868
2024-03,Manhattan,metrocard,Metrocard - Students,1855121
2024-03,Manhattan,metrocard,Metrocard - Unlimited 30-Day,4369274
2024-03,Manhattan,metrocard,Metrocard - Unlimited 7-Day,4569379
2024-03,Manhattan,omny,OMNY - Full Fare,32008286
2024-03,Manhattan,omny,OMNY - Other,7314
2024-03,Manhattan,omny,OMNY - Seniors & Disability,244382
2024-03,Queens,metrocard,Metrocard - Fair Fare,536758
2024-03,Queens,metrocard,Metrocard - Full Fare,2569436
2024-03,Queens,metrocard,Metrocard - Other,723691
2024-03,Queens,metrocard,Metrocard - Seniors & Disability,598118
2024-03,Queens,metrocard,Metrocard - Students,1010018
2024-03,Queens,metrocard,Metrocard - Unlimited 30-Day,1572573
2024-03,Queens,metrocard,Metrocard - Unlimited 7-Day,1674490
2024-03,Queens,omny,OMNY - Full Fare,6210614
2024-03,Queens,omny,OMNY - Other,3522
2024-03,Queens,omny,OMNY - Seniors & Disability,31735
2024-03,Staten Island,metrocard,Metrocard - Fair Fare,7138
2024-03,Staten Island,metrocard,Metrocard - Full Fare,55224
2024-03,Staten Island,metrocard,Metrocard - Other,12757
2024-03,Staten Island,metrocard,Metrocard - Seniors & Disability,10988
2024-03,Staten Island,metrocard,Metrocard - Students,12212
2024-03,Staten Island,metrocard,Metrocard - Unlimited 30-Day,12162
2024-03,Staten Island,metrocard,Metrocard - Unlimited 7-Day,8048
2024-03,Staten Island,omny,OMNY - Full Fare,58862
2024-03,Staten Island,omny,OMNY - Other,123
2024-03,Staten Island,omny,OMNY - Seniors & Disability,566
2024-04,Bronx,metrocard,Metrocard - Fair Fare,460441
2024-04,Bronx,metrocard,Metrocard - Full Fare,1249638
2024-04,Bronx,metrocard,Metrocard - Other,458359
2024-04,Bronx,metrocard,Metrocard - Seniors & Disability,232657
2024-04,Bronx,metrocard,Metrocard - Students,571315
2024-04,Bronx,metrocard,Metrocard - Unlimited 30-Day,590396
2024-04,Bronx,metrocard,Metrocard - Unlimited 7-Day,847464
2024-04,Bronx,omny,OMNY - Full Fare,2398054
2024-04,Bronx,omny,OMNY - Other,1358
2024-04,Bronx,omny,OMNY - Seniors & Disability,8697
2024-04,Brooklyn,metrocard,Metrocard - Fair Fare,952070
2024-04,Brooklyn,metrocard,Metrocard - Full Fare,3106302
2024-04,Brooklyn,metrocard,Metrocard - Other,1123499
2024-04,Brooklyn,metrocard,Metrocard - Seniors & Disability,818750
2024-04,Brooklyn,metrocard,Metrocard - Students,1404222
2024-04,Brooklyn,metrocard,Metrocard - Unlimited 30-Day,2034386
2024-04,Brooklyn,metrocard,Metrocard - Unlimited 7-Day,1739939
2024-04,Brooklyn,omny,OMNY - Full Fare,11096010
2024-04,Brooklyn,omny,OMNY - Other,3447
2024-04,Brooklyn,omny,OMNY - Seniors & Disability,52277
2024-04,Manhattan,metrocard,Metrocard - Fair Fare,1491776
2024-04,Manhattan,metrocard,Metrocard - Full Fare,7831904
2024-04,Manhattan,metrocard,Metrocard - Other,2259876
2024-04,Manhattan,metrocard,Metrocard - Seniors & Disability,1859925
2024-04,Manhattan,metrocard,Metrocard - Students,1657299
2024-04,Manhattan,metrocard,Metrocard - Unlimited 30-Day,4300009
2024-04,Manhattan,metrocard,Metrocard - Unlimited 7-Day,4966014
2024-04,Manhattan,omny,OMNY - Full Fare,32003475
2024-04,Manhattan,omny,OMNY - Other,8135
2024-04,Manhattan,omny,OMNY - Seniors & Disability,260270
2024-04,Queens,metrocard,Metrocard - Fair Fare,540940
2024-04,Queens,metrocard,Metrocard - Full Fare,2522812
2024-04,Queens,metrocard,Metrocard - Other,708740
2024-04,Queens,metrocard,Metrocard - Seniors & Disability,612268
2024-04,Queens,metrocard,Metrocard - Students,854245
2024-04,Queens,metrocard,Metrocard - Unlimited 30-Day,1537123
2024-04,Queens,metrocard,Metrocard - Unlimited 7-Day,1708339
2024-04,Queens,omny,OMNY - Full Fare,6270854
2024-04,Queens,omny,OMNY - Other,3945
2024-04,Queens,omny,OMNY - Seniors & Disability,33391
2024-04,Staten Island,metrocard,Metrocard - Fair Fare,7250
2024-04,Staten Island,metrocard,Metrocard - Full Fare,55581
2024-04,Staten Island,metrocard,Metrocard - Other,13317
2024-04,Staten Island,metrocard,Metrocard - Seniors & Disability,10929
2024-04,Staten Island,metrocard,Metrocard - Students,9504
2024-04,Staten Island,metrocard,Metrocard - Unlimited 30-Day,12007
2024-04,Staten Island,metrocard,Metrocard - Unlimited 7-Day,8091
2024-04,Staten Island,omny,OMNY - Full Fare,59210
2024-04,Staten Island,omny,OMNY - Other,116
2024-04,Staten Island,omny,OMNY - Seniors & Disability,600
2024-05,Bronx,metrocard,Metrocard - Fair Fare,486018
2024-05,Bronx,metrocard,Metrocard - Full Fare,1252568
2024-05,Bronx,metrocard,Metrocard - Other,448030
2024-05,Bronx,metrocard,Metrocard - Seniors & Disability,246878
2024-05,Bronx,metrocard,Metrocard - Students,718285
2024-05,Bronx,metrocard,Metrocard - Unlimited 30-Day,615255
2024-05,Bronx,metrocard,Metrocard - Unlimited 7-Day,868091
2024-05,Bronx,omny,OMNY - Full Fare,2601134
2024-05,Bronx,omny,OMNY - Other,4206
2024-05,Bronx,omny,OMNY - Seniors & Disability,9776
2024-05,Brooklyn,metrocard,Metrocard - Fair Fare,1027161
2024-05,Brooklyn,metrocard,Metrocard - Full Fare,3160759
2024-05,Brooklyn,metrocard,Metrocard - Other,1146140
2024-05,Brooklyn,metrocard,Metrocard - Seniors & Disability,878381
2024-05,Brooklyn,metrocard,Metrocard - Students,1868514
2024-05,Brooklyn,metrocard,Metrocard - Unlimited 30-Day,2129911
2024-05,Brooklyn,metrocard,Metrocard - Unlimited 7-Day,1758480
2024-05,Brooklyn,omny,OMNY - Full Fare,12038206
2024-05,Brooklyn,omny,OMNY - Other,8463
2024-05,Brooklyn,omny,OMNY - Seniors & Disability,57751
2024-05,Manhattan,metrocard,Metrocard - Fair Fare,1575898
2024-05,Manhattan,metrocard,Metrocard - Full Fare,7896174
2024-05,Manhattan,metrocard,Metrocard - Other,2270784
2024-05,Manhattan,metrocard,Metrocard - Seniors & Disability,1967306
2024-05,Manhattan,metrocard,Metrocard - Students,2085952
2024-05,Manhattan,metrocard,Metrocard - Unlimited 30-Day,4401771
2024-05,Manhattan,metrocard,Metrocard - Unlimited 7-Day,4757497
2024-05,Manhattan,omny,OMNY - Full Fare,34719524
2024-05,Manhattan,omny,OMNY - Other,20473
2024-05,Manhattan,omny,OMNY - Seniors & Disability,280732
2024-05,Queens,metrocard,Metrocard - Fair Fare,583624
2024-05,Queens,metrocard,Metrocard - Full Fare,2513786
2024-05,Queens,metrocard,Metrocard - Other,714334
2024-05,Queens,metrocard,Metrocard - Seniors & Disability,653475
2024-05,Queens,metrocard,Metrocard - Students,1115878
2024-05,Queens,metrocard,Metrocard - Unlimited 30-Day,1606714
2024-05,Queens,metrocard,Metrocard - Unlimited 7-Day,1750680
2024-05,Queens,omny,OMNY - Full Fare,6930948
2024-05,Queens,omny,OMNY - Other,9671
2024-05,Queens,omny,OMNY - Seniors & Disability,37339
2024-05,Staten Island,metrocard,Metrocard - Fair Fare,7954
2024-05,Staten Island,metrocard,Metrocard - Full Fare,57481
2024-05,Staten Island,metrocard,Metrocard - Other,13503
2024-05,Staten Island,metrocard,Metrocard - Seniors & Disability,12188
2024-05,Staten Island,metrocard,Metrocard - Students,12144
2024-05,Staten Island,metrocard,Metrocard - Unlimited 30-Day,12588
2024-05,Staten Island,metrocard,Metrocard - Unlimited 7-Day,8633
2024-05,Staten Island,omny,OMNY - Full Fare,66670
2024-05,Staten Island,omny,OMNY - Other,159
2024-05,Staten Island,omny,OMNY - Seniors & Disability,690
2024-06,Bronx,metrocard,Metrocard - Fair Fare,435052
2024-06,Bronx,metrocard,Metrocard - Full Fare,1100737
2024-06,Bronx,metrocard,Metrocard - Other,370521
2024-06,Bronx,metrocard,Metrocard - Seniors & Disability,226130
2024-06,Bronx,metrocard,Metrocard - Students,458326
2024-06,Bronx,metrocard,Metrocard - Unlimited 30-Day,544837
2024-06,Bronx,metrocard,Metrocard - Unlimited 7-Day,788629
2024-06,Bronx,omny,OMNY - Full Fare,2506307
2024-06,Bronx,omny,OMNY - Other,5785
2024-06,Bronx,omny,OMNY - Seniors & Disability,9215
2024-06,Brooklyn,metrocard,Metrocard - Fair Fare,931468
2024-06,Brooklyn,metrocard,Metrocard - Full Fare,2754781
2024-06,Brooklyn,metrocard,Metrocard - Other,974005
2024-06,Brooklyn,metrocard,Metrocard - Seniors & Disability,812006
2024-06,Brooklyn,metrocard,Metrocard - Students,1190953
2024-06,Brooklyn,metrocard,Metrocard - Unlimited 30-Day,1903991
2024-06,Brooklyn,metrocard,Metrocard - Unlimited 7-Day,1559050
2024-06,Brooklyn,omny,OMNY - Fair Fare,37
2024-06,Brooklyn,omny,OMNY - Full Fare,11395780
2024-06,Brooklyn,omny,OMNY - Other,11861
2024-06,Brooklyn,omny,OMNY - Seniors & Disability,53739
2024-06,Manhattan,metrocard,Metrocard - Fair Fare,1425595
2024-06,Manhattan,metrocard,Metrocard - Full Fare,6993356
2024-06,Manhattan,metrocard,Metrocard - Other,1880936
2024-06,Manhattan,metrocard,Metrocard - Seniors & Disability,1774416
2024-06,Manhattan,metrocard,Metrocard - Students,1345692
2024-06,Manhattan,metrocard,Metrocard - Unlimited 30-Day,3942528
2024-06,Manhattan,metrocard,Metrocard - Unlimited 7-Day,4019026
2024-06,Manhattan,omny,OMNY - Fair Fare,19
2024-06,Manhattan,omny,OMNY - Full Fare,33328689
2024-06,Manhattan,omny,OMNY - Other,50533
2024-06,Manhattan,omny,OMNY - Seniors & Disability,251699
2024-06,Queens,metrocard,Metrocard - Fair Fare,544352
2024-06,Queens,metrocard,Metrocard - Full Fare,2227179
2024-06,Queens,metrocard,Metrocard - Other,604502
2024-06,Queens,metrocard,Metrocard - Seniors & Disability,609645
2024-06,Queens,metrocard,Metrocard - Students,736714
2024-06,Queens,metrocard,Metrocard - Unlimited 30-Day,1457346
2024-06,Queens,metrocard,Metrocard - Unlimited 7-Day,1600733
2024-06,Queens,omny,OMNY - Fair Fare,6
2024-06,Queens,omny,OMNY - Full Fare,6826656
2024-06,Queens,omny,OMNY - Other,12398
2024-06,Queens,omny,OMNY - Seniors & Disability,36398
2024-06,Staten Island,metrocard,Metrocard - Fair Fare,7630
2024-06,Staten Island,metrocard,Metrocard - Full Fare,51136
2024-06,Staten Island,metrocard,Metrocard - Other,10546
2024-06,Staten Island,metrocard,Metrocard - Seniors & Disability,11272
2024-06,Staten Island,metrocard,Metrocard - Students,6795
2024-06,Staten Island,metrocard,Metrocard - Unlimited 30-Day,11627
2024-06,Staten Island,metrocard,Metrocard - Unlimited 7-Day,8062
2024-06,Staten Island,omny,OMNY - Full Fare,64712
2024-06,Staten Island,omny,OMNY - Other,142
2024-06,Staten Island,omny,OMNY - Seniors & Disability,700
2024-07,Bronx,metrocard,Metrocard - Fair Fare,438805
2024-07,Bronx,metrocard,Metrocard - Full Fare,1158880
2024-07,Bronx,metrocard,Metrocard - Other,372769
2024-07,Bronx,metrocard,Metrocard - Seniors & Disability,218803
2024-07,Bronx,metrocard,Metrocard - Students,81021
2024-07,Bronx,metrocard,Metrocard - Unlimited 30-Day,532516
2024-07,Bronx,metrocard,Metrocard - Unlimited 7-Day,777072
2024-07,Bronx,omny,OMNY - Fair Fare,5
2024-07,Bronx,omny,OMNY - Full Fare,2569625
2024-07,Bronx,omny,OMNY - Other,6485
2024-07,Bronx,omny,OMNY - Seniors & Disability,8882
2024-07,Brooklyn,metrocard,Metrocard - Fair Fare,950398
2024-07,Brooklyn,metrocard,Metrocard - Full Fare,2891149
2024-07,Brooklyn,metrocard,Metrocard - Other,947285
2024-07,Brooklyn,metrocard,Metrocard - Seniors & Disability,798580
2024-07,Brooklyn,metrocard,Metrocard - Students,192046
2024-07,Brooklyn,metrocard,Metrocard - Unlimited 30-Day,1845473
2024-07,Brooklyn,metrocard,Metrocard - Unlimited 7-Day,1567110
2024-07,Brooklyn,omny,OMNY - Fair Fare,312
2024-07,Brooklyn,omny,OMNY - Full Fare,11018032
2024-07,Brooklyn,omny,OMNY - Other,14613
2024-07,Brooklyn,omny,OMNY - Seniors & Disability,51288
2024-07,Manhattan,metrocard,Metrocard - Fair Fare,1455124
2024-07,Manhattan,metrocard,Metrocard - Full Fare,7062419
2024-07,Manhattan,metrocard,Metrocard - Other,1846014
2024-07,Manhattan,metrocard,Metrocard - Seniors & Disability,1673197
2024-07,Manhattan,metrocard,Metrocard - Students,222057
2024-07,Manhattan,metrocard,Metrocard - Unlimited 30-Day,3826867
2024-07,Manhattan,metrocard,Metrocard - Unlimited 7-Day,4356656
2024-07,Manhattan,omny,OMNY - Fair Fare,138
2024-07,Manhattan,omny,OMNY - Full Fare,33645470
2024-07,Manhattan,omny,OMNY - Other,81435
2024-07,Manhattan,omny,OMNY - Seniors & Disability,232252
2024-07,Queens,metrocard,Metrocard - Fair Fare,578047
2024-07,Queens,metrocard,Metrocard - Full Fare,2401969
2024-07,Queens,metrocard,Metrocard - Other,596452
2024-07,Queens,metrocard,Metrocard - Seniors & Disability,618984
2024-07,Queens,metrocard,Metrocard - Students,139349
2024-07,Queens,metrocard,Metrocard - Unlimited 30-Day,1470526
2024-07,Queens,metrocard,Metrocard - Unlimited 7-Day,1647494
2024-07,Queens,omny,OMNY - Fair Fare,37
2024-07,Queens,omny,OMNY - Full Fare,7034460
2024-07,Queens,omny,OMNY - Other,11992
2024-07,Queens,omny,OMNY - Seniors & Disability,36431
2024-07,Staten Island,metrocard,Metrocard - Fair Fare,8640
2024-07,Staten Island,metrocard,Metrocard - Full Fare,54069
2024-07,Staten Island,metrocard,Metrocard - Other,10586
2024-07,Staten Island,metrocard,Metrocard - Seniors & Disability,11360
2024-07,Staten Island,metrocard,Metrocard - Students,926
2024-07,Staten Island,metrocard,Metrocard - Unlimited 30-Day,12186
2024-07,Staten Island,metrocard,Metrocard - Unlimited 7-Day,8832
2024-07,Staten Island,omny,OMNY - Full Fare,69129
2024-07,Staten Island,omny,OMNY - Other,89
2024-07,Staten Island,omny,OMNY - Seniors & Disability,702
2024-08,Bronx,metrocard,Metrocard - Fair Fare,439320
2024-08,Bronx,metrocard,Metrocard - Full Fare,1109783
2024-08,Bronx,metrocard,Metrocard - Other,373300
2024-08,Bronx,metrocard,Metrocard - Seniors & Disability,219289
2024-08,Bronx,metrocard,Metrocard - Students,96406
2024-08,Bronx,metrocard,Metrocard - Unlimited 30-Day,495233
2024-08,Bronx,metrocard,Metrocard - Unlimited 7-Day,750406
2024-08,Bronx,omny,OMNY - Fair Fare,2
2024-08,Bronx,omny,OMNY - Full Fare,2599637
2024-08,Bronx,omny,OMNY - Other,13496
2024-08,Bronx,omny,OMNY - Seniors & Disability,9325
2024-08,Brooklyn,metrocard,Metrocard - Fair Fare,952370
2024-08,Brooklyn,metrocard,Metrocard - Full Fare,2803908
2024-08,Brooklyn,metrocard,Metrocard - Other,930586
2024-08,Brooklyn,metrocard,Metrocard - Seniors & Disability,795423
2024-08,Brooklyn,metrocard,Metrocard - Students,208813
2024-08,Brooklyn,metrocard,Metrocard - Unlimited 30-Day,1729687
2024-08,Brooklyn,metrocard,Metrocard - Unlimited 7-Day,1549712
2024-08,Brooklyn,omny,OMNY - Fair Fare,336
2024-08,Brooklyn,omny,OMNY - Full Fare,11065198
2024-08,Brooklyn,omny,OMNY - Other,24809
2024-08,Brooklyn,omny,OMNY - Seniors & Disability,52073
2024-08,Brooklyn,omny,OMNY - Students,18
2024-08,Manhattan,metrocard,Metrocard - Fair Fare,1463903
2024-08,Manhattan,metrocard,Metrocard - Full Fare,6730350
2024-08,Manhattan,metrocard,Metrocard - Other,1804182
2024-08,Manhattan,metrocard,Metrocard - Seniors & Disability,1656253
2024-08,Manhattan,metrocard,Metrocard - Students,267481
2024-08,Manhattan,metrocard,Metrocard - Unlimited 30-Day,3517617
2024-08,Manhattan,metrocard,Metrocard - Unlimited 7-Day,4440177
2024-08,Manhattan,omny,OMNY - Fair Fare,137
2024-08,Manhattan,omny,OMNY - Full Fare,33064614
2024-08,Manhattan,omny,OMNY - Other,128110
2024-08,Manhattan,omny,OMNY - Seniors & Disability,235098
2024-08,Manhattan,omny,OMNY - Students,132
2024-08,Queens,metrocard,Metrocard - Fair Fare,584114
2024-08,Queens,metrocard,Metrocard - Full Fare,2320803
2024-08,Queens,metrocard,Metrocard - Other,586919
2024-08,Queens,metrocard,Metrocard - Seniors & Disability,621527
2024-08,Queens,metrocard,Metrocard - Students,149870
2024-08,Queens,metrocard,Metrocard - Unlimited 30-Day,1389938
2024-08,Queens,metrocard,Metrocard - Unlimited 7-Day,1642676
2024-08,Queens,omny,OMNY - Fair Fare,44
2024-08,Queens,omny,OMNY - Full Fare,7228419
2024-08,Queens,omny,OMNY - Other,19844
2024-08,Queens,omny,OMNY - Seniors & Disability,39060
2024-08,Queens,omny,OMNY - Students,2
2024-08,Staten Island,metrocard,Metrocard - Fair Fare,8522
2024-08,Staten Island,metrocard,Metrocard - Full Fare,50999
2024-08,Staten Island,metrocard,Metrocard - Other,10117
2024-08,Staten Island,metrocard,Metrocard - Seniors & Disability,11627
2024-08,Staten Island,metrocard,Metrocard - Students,779
2024-08,Staten Island,metrocard,Metrocard - Unlimited 30-Day,11509
2024-08,Staten Island,metrocard,Metrocard - Unlimited 7-Day,8681
2024-08,Staten Island,omny,OMNY - Full Fare,67105
2024-08,Staten Island,omny,OMNY - Other,157
2024-08,Staten Island,omny,OMNY - Seniors & Disability,683
2024-09,Bronx,metrocard,Metrocard - Fair Fare,480059
2024-09,Bronx,metrocard,Metrocard - Full Fare,1139633
2024-09,Bronx,metrocard,Metrocard - Other,375026
2024-09,Bronx,metrocard,Metrocard - Seniors & Disability,236233
2024-09,Bronx,metrocard,Metrocard - Unlimited 30-Day,544499
2024-09,Bronx,metrocard,Metrocard - Unlimited 7-Day,793069
2024-09,Bronx,omny,OMNY - Fair Fare,1
2024-09,Bronx,omny,OMNY - Full Fare,2739853
2024-09,Bronx,omny,OMNY - Other,75596
2024-09,Bronx,omny,OMNY - Seniors & Disability,10332
2024-09,Bronx,omny,OMNY - Students,757783
2024-09,Brooklyn,metrocard,Metrocard - Fair Fare,1024805
2024-09,Brooklyn,metrocard,Metrocard - Full Fare,2789210
2024-09,Brooklyn,metrocard,Metrocard - Other,946375
2024-09,Brooklyn,metrocard,Metrocard - Seniors & Disability,830333
2024-09,Brooklyn,metrocard,Metrocard - Unlimited 30-Day,1898041
2024-09,Brooklyn,metrocard,Metrocard - Unlimited 7-Day,1569620
2024-09,Brooklyn,omny,OMNY - Fair Fare,285
2024-09,Brooklyn,omny,OMNY - Full Fare,12302131
2024-09,Brooklyn,omny,OMNY - Other,130357
2024-09,Brooklyn,omny,OMNY - Seniors & Disability,60746
2024-09,Brooklyn,omny,OMNY - Students,1908783
2024-09,Manhattan,metrocard,Metrocard - Fair Fare,1578997
2024-09,Manhattan,metrocard,Metrocard - Full Fare,6517598
2024-09,Manhattan,metrocard,Metrocard - Other,1810730
2024-09,Manhattan,metrocard,Metrocard - Seniors & Disability,1816930
2024-09,Manhattan,metrocard,Metrocard - Students,1
2024-09,Manhattan,metrocard,Metrocard - Unlimited 30-Day,3900682
2024-09,Manhattan,metrocard,Metrocard - Unlimited 7-Day,4007616
2024-09,Manhattan,omny,OMNY - Fair Fare,146
2024-09,Manhattan,omny,OMNY - Full Fare,36109834
2024-09,Manhattan,omny,OMNY - Other,230959
2024-09,Manhattan,omny,OMNY - Seniors & Disability,293116
2024-09,Manhattan,omny,OMNY - Students,2165203
2024-09,Queens,metrocard,Metrocard - Fair Fare,607350
2024-09,Queens,metrocard,Metrocard - Full Fare,2214300
2024-09,Queens,metrocard,Metrocard - Other,574552
2024-09,Queens,metrocard,Metrocard - Seniors & Disability,622568
2024-09,Queens,metrocard,Metrocard - Students,2
2024-09,Queens,metrocard,Metrocard - Unlimited 30-Day,1453876
2024-09,Queens,metrocard,Metrocard - Unlimited 7-Day,1616873
2024-09,Queens,omny,OMNY - Fair Fare,56
2024-09,Queens,omny,OMNY - Full Fare,7441689
2024-09,Queens,omny,OMNY - Other,95128
2024-09,Queens,omny,OMNY - Seniors & Disability,41009
2024-09,Queens,omny,OMNY - Students,1057584
2024-09,Staten Island,metrocard,Metrocard - Fair Fare,9121
2024-09,Staten Island,metrocard,Metrocard - Full Fare,52289
2024-09,Staten Island,metrocard,Metrocard - Other,10625
2024-09,Staten Island,metrocard,Metrocard - Seniors & Disability,11884
2024-09,Staten Island,metrocard,Metrocard - Unlimited 30-Day,11980
2024-09,Staten Island,metrocard,Metrocard - Unlimited 7-Day,8557
2024-09,Staten Island,omny,OMNY - Full Fare,73269
2024-09,Staten Island,omny,OMNY - Other,768
2024-09,Staten Island,omny,OMNY - Seniors & Disability,866
2024-09,Staten Island,omny,OMNY - Students,14186
2024-10,Bronx,metrocard,Metrocard - Fair Fare,524925
2024-10,Bronx,metrocard,Metrocard - Full Fare,1169703
2024-10,Bronx,metrocard,Metrocard - Other,399970
2024-10,Bronx,metrocard,Metrocard - Seniors & Disability,254091
2024-10,Bronx,metrocard,Metrocard - Students,1
2024-10,Bronx,metrocard,Metrocard - Unlimited 30-Day,595216
2024-10,Bronx,metrocard,Metrocard - Unlimited 7-Day,831288
2024-10,Bronx,omny,OMNY - Fair Fare,1
2024-10,Bronx,omny,OMNY - Full Fare,2896368
2024-10,Bronx,omny,OMNY - Other,86200
2024-10,Bronx,omny,OMNY - Seniors & Disability,11323
2024-10,Bronx,omny,OMNY - Students,1096402
2024-10,Brooklyn,metrocard,Metrocard - Fair Fare,1097350
2024-10,Brooklyn,metrocard,Metrocard - Full Fare,2791780
2024-10,Brooklyn,metrocard,Metrocard - Other,1009800
2024-10,Brooklyn,metrocard,Metrocard - Seniors & Disability,887025
2024-10,Brooklyn,metrocard,Metrocard - Students,1
2024-10,Brooklyn,metrocard,Metrocard - Unlimited 30-Day,2002340
2024-10,Brooklyn,metrocard,Metrocard - Unlimited 7-Day,1643433
2024-10,Brooklyn,omny,OMNY - Fair Fare,215
2024-10,Brooklyn,omny,OMNY - Full Fare,13069703
2024-10,Brooklyn,omny,OMNY - Other,155038
2024-10,Brooklyn,omny,OMNY - Seniors & Disability,66602
2024-10,Brooklyn,omny,OMNY - Students,2560178
2024-10,Manhattan,metrocard,Metrocard - Fair Fare,1727995
2024-10,Manhattan,metrocard,Metrocard - Full Fare,6866358
2024-10,Manhattan,metrocard,Metrocard - Other,1976714
2024-10,Manhattan,metrocard,Metrocard - Seniors & Disability,1991898
2024-10,Manhattan,metrocard,Metrocard - Unlimited 30-Day,4209374
2024-10,Manhattan,metrocard,Metrocard - Unlimited 7-Day,4524510
2024-10,Manhattan,omny,OMNY - Fair Fare,138
2024-10,Manhattan,omny,OMNY - Full Fare,39984565
2024-10,Manhattan,omny,OMNY - Other,273780
2024-10,Manhattan,omny,OMNY - Seniors & Disability,335985
2024-10,Manhattan,omny,OMNY - Students,3035010
2024-10,Queens,metrocard,Metrocard - Fair Fare,653014
2024-10,Queens,metrocard,Metrocard - Full Fare,2264232
2024-10,Queens,metrocard,Metrocard - Other,608278
2024-10,Queens,metrocard,Metrocard - Seniors & Disability,666067
2024-10,Queens,metrocard,Metrocard - Unlimited 30-Day,1542521
2024-10,Queens,metrocard,Metrocard - Unlimited 7-Day,1688345
2024-10,Queens,omny,OMNY - Fair Fare,52
2024-10,Queens,omny,OMNY - Full Fare,7794686
2024-10,Queens,omny,OMNY - Other,128076
2024-10,Queens,omny,OMNY - Seniors & Disability,44603
2024-10,Queens,omny,OMNY - Students,1478149
2024-10,Staten Island,metrocard,Metrocard - Fair Fare,9722
2024-10,Staten Island,metrocard,Metrocard - Full Fare,54694
2024-10,Staten Island,metrocard,Metrocard - Other,12012
2024-10,Staten Island,metrocard,Metrocard - Seniors & Disability,12990
2024-10,Staten Island,metrocard,Metrocard - Unlimited 30-Day,13076
2024-10,Staten Island,metrocard,Metrocard - Unlimited 7-Day,9418
2024-10,Staten Island,omny,OMNY - Full Fare,82270
2024-10,Staten Island,omny,OMNY - Other,929
2024-10,Staten Island,omny,OMNY - Seniors & Disability,947
2024-10,Staten Island,omny,OMNY - Students,19253
