mes,borough,payment_method,fare_class_category,ridership
2021-10,Staten Island,metrocard,Metrocard - Students,13241
2021-10,Staten Island,metrocard,Metrocard - Unlimited 30-Day,13194
2021-10,Staten Island,metrocard,Metrocard - Unlimited 7-Day,10203
2021-10,Staten Island,omny,OMNY - Full Fare,23414
2021-11,Bronx,metrocard,Metrocard - Fair Fare,411502
2021-11,Bronx,metrocard,Metrocard - Full Fare,2062770
2021-11,Bronx,metrocard,Metrocard - Other,394806
2021-11,Bronx,metrocard,Metrocard - Seniors & Disability,214984
2021-11,Bronx,metrocard,Metrocard - Students,725145
2021-11,Bronx,metrocard,Metrocard - Unlimited 30-Day,796653
2021-11,Bronx,metrocard,Metrocard - Unlimited 7-Day,1337956
2021-11,Bronx,omny,OMNY - Full Fare,1094031
2021-11,Bronx,omny,OMNY - Seniors & Disability,27
2021-11,Brooklyn,metrocard,Metrocard - Fair Fare,645211
2021-11,Brooklyn,metrocard,Metrocard - Full Fare,5608290
2021-11,Brooklyn,metrocard,Metrocard - Other,946717
2021-11,Brooklyn,metrocard,Metrocard - Seniors & Disability,684926
2021-11,Brooklyn,metrocard,Metrocard - Students,1616818
2021-11,Brooklyn,metrocard,Metrocard - Unlimited 30-Day,2657990
2021-11,Brooklyn,metrocard,Metrocard - Unlimited 7-Day,2428290
2021-11,Brooklyn,omny,OMNY - Full Fare,4566631
2021-11,Brooklyn,omny,OMNY - Seniors & Disability,180
2021-11,Manhattan,metrocard,Metrocard - Fair Fare,1021645
2021-11,Manhattan,metrocard,Metrocard - Full Fare,13632599
2021-11,Manhattan,metrocard,Metrocard - Other,2047595
2021-11,Manhattan,metrocard,Metrocard - Seniors & Disability,1573035
2021-11,Manhattan,metrocard,Metrocard - Students,1674276
2021-11,Manhattan,metrocard,Metrocard - Unlimited 30-Day,5711598
2021-11,Manhattan,metrocard,Metrocard - Unlimited 7-Day,5310442
2021-11,Manhattan,omny,OMNY - Full Fare,12833407
2021-11,Manhattan,omny,OMNY - Other,92
2021-11,Manhattan,omny,OMNY - Seniors & Disability,490
2021-11,Queens,metrocard,Metrocard - Fair Fare,314723
2021-11,Queens,metrocard,Metrocard - Full Fare,4006579
2021-11,Queens,metrocard,Metrocard - Other,580986
2021-11,Queens,metrocard,Metrocard - Seniors & Disability,482589
2021-11,Queens,metrocard,Metrocard - Students,942266
2021-11,Queens,metrocard,Metrocard - Unlimited 30-Day,1833256
2021-11,Queens,metrocard,Metrocard - Unlimited 7-Day,2048716
2021-11,Queens,omny,OMNY - Full Fare,2367741
2021-11,Queens,omny,OMNY - Seniors & Disability,46
2021-11,Staten Island,metrocard,Metrocard - Fair Fare,4079
2021-11,Staten Island,metrocard,Metrocard - Full Fare,78181
2021-11,Staten Island,metrocard,Metrocard - Other,15171
2021-11,Staten Island,metrocard,Metrocard - Seniors & Disability,8007
2021-11,Staten Island,metrocard,Metrocard - Students,12720
2021-11,Staten Island,metrocard,Metrocard - Unlimited 30-Day,13594
2021-11,Staten Island,metrocard,Metrocard - Unlimited 7-Day,11085
2021-11,Staten Island,omny,OMNY - Full Fare,25332
2021-11,Staten Island,omny,OMNY - Seniors & Disability,2
2021-12,Bronx,metrocard,Metrocard - Fair Fare,412274
2021-12,Bronx,metrocard,Metrocard - Full Fare,1991628
2021-12,Bronx,metrocard,Metrocard - Other,372417
2021-12,Bronx,metrocard,Metrocard - Seniors & Disability,207006
2021-12,Bronx,metrocard,Metrocard - Students,640267
2021-12,Bronx,metrocard,Metrocard - Unlimited 30-Day,733530
2021-12,Bronx,metrocard,Metrocard - Unlimited 7-Day,1298894
2021-12,Bronx,omny,OMNY - Full Fare,1106178
2021-12,Bronx,omny,OMNY - Other,16
2021-12,Bronx,omny,OMNY - Seniors & Disability,29
2021-12,Brooklyn,metrocard,Metrocard - Fair Fare,645455
2021-12,Brooklyn,metrocard,Metrocard - Full Fare,5223603
2021-12,Brooklyn,metrocard,Metrocard - Other,892692
2021-12,Brooklyn,metrocard,Metrocard - Seniors & Disability,659505
2021-12,Brooklyn,metrocard,Metrocard - Students,1435010
2021-12,Brooklyn,metrocard,Metrocard - Unlimited 30-Day,2342712
2021-12,Brooklyn,metrocard,Metrocard - Unlimited 7-Day,2475637
2021-12,Brooklyn,omny,OMNY - Full Fare,4277863
2021-12,Brooklyn,omny,OMNY - Other,258
2021-12,Brooklyn,omny,OMNY - Seniors & Disability,134
2021-12,Manhattan,metrocard,Metrocard - Fair Fare,1030124
2021-12,Manhattan,metrocard,Metrocard - Full Fare,12938490
2021-12,Manhattan,metrocard,Metrocard - Other,1915216
2021-12,Manhattan,metrocard,Metrocard - Seniors & Disability,1489268
2021-12,Manhattan,metrocard,Metrocard - Students,1476845
2021-12,Manhattan,metrocard,Metrocard - Unlimited 30-Day,4886210
2021-12,Manhattan,metrocard,Metrocard - Unlimited 7-Day,6101497
2021-12,Manhattan,omny,OMNY - Full Fare,12047681
2021-12,Manhattan,omny,OMNY - Other,507
2021-12,Manhattan,omny,OMNY - Seniors & Disability,442
2021-12,Queens,metrocard,Metrocard - Fair Fare,319843
2021-12,Queens,metrocard,Metrocard - Full Fare,3854686
2021-12,Queens,metrocard,Metrocard - Other,554217
2021-12,Queens,metrocard,Metrocard - Seniors & Disability,467163
2021-12,Queens,metrocard,Metrocard - Students,865023
2021-12,Queens,metrocard,Metrocard - Unlimited 30-Day,1695440
2021-12,Queens,metrocard,Metrocard - Unlimited 7-Day,2093580
2021-12,Queens,omny,OMNY - Full Fare,2375445
2021-12,Queens,omny,OMNY - Other,202
2021-12,Queens,omny,OMNY - Seniors & Disability,33
2021-12,Staten Island,metrocard,Metrocard - Fair Fare,3925
2021-12,Staten Island,metrocard,Metrocard - Full Fare,70685
2021-12,Staten Island,metrocard,Metrocard - Other,13270
2021-12,Staten Island,metrocard,Metrocard - Seniors & Disability,7586
2021-12,Staten Island,metrocard,Metrocard - Students,10752
2021-12,Staten Island,metrocard,Metrocard - Unlimited 30-Day,11804
2021-12,Staten Island,metrocard,Metrocard - Unlimited 7-Day,9695
2021-12,Staten Island,omny,OMNY - Full Fare,22806
2021-12,Staten Island,omny,OMNY - Seniors & Disability,2
2022-01,Bronx,metrocard,Metrocard - Fair Fare,371913
2022-01,Bronx,metrocard,Metrocard - Full Fare,1700428
2022-01,Bronx,metrocard,Metrocard - Other,303289
2022-01,Bronx,metrocard,Metrocard - Seniors & Disability,166613
2022-01,Bronx,metrocard,Metrocard - Students,569219
2022-01,Bronx,metrocard,Metrocard - Unlimited 30-Day,666281
2022-01,Bronx,metrocard,Metrocard - Unlimited 7-Day,1105566
2022-01,Bronx,omny,OMNY - Full Fare,1004822
2022-01,Bronx,omny,OMNY - Other,212
2022-01,Bronx,omny,OMNY - Seniors & Disability,21
2022-01,Brooklyn,metrocard,Metrocard - Fair Fare,591363
2022-01,Brooklyn,metrocard,Metrocard - Full Fare,4345695
2022-01,Brooklyn,metrocard,Metrocard - Other,754196
2022-01,Brooklyn,metrocard,Metrocard - Seniors & Disability,522966
2022-01,Brooklyn,metrocard,Metrocard - Students,1363871
2022-01,Brooklyn,metrocard,Metrocard - Unlimited 30-Day,2148801
2022-01,Brooklyn,metrocard,Metrocard - Unlimited 7-Day,1982147
2022-01,Brooklyn,omny,OMNY - Full Fare,3878231
2022-01,Brooklyn,omny,OMNY - Other,884
2022-01,Brooklyn,omny,OMNY - Seniors & Disability,123
2022-01,Manhattan,metrocard,Metrocard - Fair Fare,909847
2022-01,Manhattan,metrocard,Metrocard - Full Fare,9186299
2022-01,Manhattan,metrocard,Metrocard - Other,1538172
2022-01,Manhattan,metrocard,Metrocard - Seniors & Disability,1098202
2022-01,Manhattan,metrocard,Metrocard - Students,1376226
2022-01,Manhattan,metrocard,Metrocard - Unlimited 30-Day,4395518
2022-01,Manhattan,metrocard,Metrocard - Unlimited 7-Day,4040629
2022-01,Manhattan,omny,OMNY - Full Fare,9442186
2022-01,Manhattan,omny,OMNY - Other,1897
2022-01,Manhattan,omny,OMNY - Seniors & Disability,300
2022-01,Queens,metrocard,Metrocard - Fair Fare,291410
2022-01,Queens,metrocard,Metrocard - Full Fare,3196601
2022-01,Queens,metrocard,Metrocard - Other,461750
2022-01,Queens,metrocard,Metrocard - Seniors & Disability,370851
2022-01,Queens,metrocard,Metrocard - Students,798946
2022-01,Queens,metrocard,Metrocard - Unlimited 30-Day,1531813
2022-01,Queens,metrocard,Metrocard - Unlimited 7-Day,1695270
2022-01,Queens,omny,OMNY - Full Fare,2096337
2022-01,Queens,omny,OMNY - Other,794
2022-01,Queens,omny,OMNY - Seniors & Disability,21
2022-01,Staten Island,metrocard,Metrocard - Fair Fare,3417
2022-01,Staten Island,metrocard,Metrocard - Full Fare,55412
2022-01,Staten Island,metrocard,Metrocard - Other,10321
2022-01,Staten Island,metrocard,Metrocard - Seniors & Disability,5769
2022-01,Staten Island,metrocard,Metrocard - Students,9325
2022-01,Staten Island,metrocard,Metrocard - Unlimited 30-Day,10281
2022-01,Staten Island,metrocard,Metrocard - Unlimited 7-Day,8011
2022-01,Staten Island,omny,OMNY - Full Fare,17648
2022-01,Staten Island,omny,OMNY - Other,1
2022-02,Bronx,metrocard,Metrocard - Fair Fare,406548
2022-02,Bronx,metrocard,Metrocard - Full Fare,1758654
2022-02,Bronx,metrocard,Metrocard - Other,353534
2022-02,Bronx,metrocard,Metrocard - Seniors & Disability,183268
2022-02,Bronx,metrocard,Metrocard - Students,543473
2022-02,Bronx,metrocard,Metrocard - Unlimited 30-Day,684280
2022-02,Bronx,metrocard,Metrocard - Unlimited 7-Day,1110539
2022-02,Bronx,omny,OMNY - Full Fare,1075692
2022-02,Bronx,omny,OMNY - Other,434
2022-02,Bronx,omny,OMNY - Seniors & Disability,5
2022-02,Brooklyn,metrocard,Metrocard - Fair Fare,641779
2022-02,Brooklyn,metrocard,Metrocard - Full Fare,4593325
2022-02,Brooklyn,metrocard,Metrocard - Other,851766
2022-02,Brooklyn,metrocard,Metrocard - Seniors & Disability,582134
2022-02,Brooklyn,metrocard,Metrocard - Students,1235844
2022-02,Brooklyn,metrocard,Metrocard - Unlimited 30-Day,2281826
2022-02,Brooklyn,metrocard,Metrocard - Unlimited 7-Day,2003700
2022-02,Brooklyn,omny,OMNY - Full Fare,4497012
2022-02,Brooklyn,omny,OMNY - Other,2314
2022-02,Brooklyn,omny,OMNY - Seniors & Disability,31
2022-02,Manhattan,metrocard,Metrocard - Fair Fare,1023300
2022-02,Manhattan,metrocard,Metrocard - Full Fare,10407731
2022-02,Manhattan,metrocard,Metrocard - Other,1802510
2022-02,Manhattan,metrocard,Metrocard - Seniors & Disability,1274026
2022-02,Manhattan,metrocard,Metrocard - Students,1330206
2022-02,Manhattan,metrocard,Metrocard - Unlimited 30-Day,4901395
2022-02,Manhattan,metrocard,Metrocard - Unlimited 7-Day,4157754
2022-02,Manhattan,omny,OMNY - Full Fare,11547739
2022-02,Manhattan,omny,OMNY - Other,6324
2022-02,Manhattan,omny,OMNY - Seniors & Disability,102
2022-02,Queens,metrocard,Metrocard - Fair Fare,319162
2022-02,Queens,metrocard,Metrocard - Full Fare,3332755
2022-02,Queens,metrocard,Metrocard - Other,528352
2022-02,Queens,metrocard,Metrocard - Seniors & Disability,408940
2022-02,Queens,metrocard,Metrocard - Students,719064
2022-02,Queens,metrocard,Metrocard - Unlimited 30-Day,1598511
2022-02,Queens,metrocard,Metrocard - Unlimited 7-Day,1687470
2022-02,Queens,omny,OMNY - Full Fare,2367557
2022-02,Queens,omny,OMNY - Other,1454
2022-02,Queens,omny,OMNY - Seniors & Disability,12
2022-02,Staten Island,metrocard,Metrocard - Fair Fare,3789
2022-02,Staten Island,metrocard,Metrocard - Full Fare,63013
2022-02,Staten Island,metrocard,Metrocard - Other,12385
2022-02,Staten Island,metrocard,Metrocard - Seniors & Disability,6536
2022-02,Staten Island,metrocard,Metrocard - Students,8337
2022-02,Staten Island,metrocard,Metrocard - Unlimited 30-Day,10776
2022-02,Staten Island,metrocard,Metrocard - Unlimited 7-Day,8232
2022-02,Staten Island,omny,OMNY - Full Fare,20927
2022-02,Staten Island,omny,OMNY - Other,7
2022-03,Bronx,metrocard,Metrocard - Fair Fare,498464
2022-03,Bronx,metrocard,Metrocard - Full Fare,2033759
2022-03,Bronx,metrocard,Metrocard - Other,443961
2022-03,Bronx,metrocard,Metrocard - Seniors & Disability,224028
2022-03,Bronx,metrocard,Metrocard - Students,840316
2022-03,Bronx,metrocard,Metrocard - Unlimited 30-Day,828034
2022-03,Bronx,metrocard,Metrocard - Unlimited 7-Day,1292274
2022-03,Bronx,omny,OMNY - Full Fare,1360958
2022-03,Bronx,omny,OMNY - Other,4372
2022-03,Brooklyn,metrocard,Metrocard - Fair Fare,781353
2022-03,Brooklyn,metrocard,Metrocard - Full Fare,5342652
2022-03,Brooklyn,metrocard,Metrocard - Other,1058380
2022-03,Brooklyn,metrocard,Metrocard - Seniors & Disability,722414
2022-03,Brooklyn,metrocard,Metrocard - Students,1876168
2022-03,Brooklyn,metrocard,Metrocard - Unlimited 30-Day,2702663
2022-03,Brooklyn,metrocard,Metrocard - Unlimited 7-Day,2326075
2022-03,Brooklyn,omny,OMNY - Full Fare,5816754
2022-03,Brooklyn,omny,OMNY - Other,36348
2022-03,Manhattan,metrocard,Metrocard - Fair Fare,1244653
2022-03,Manhattan,metrocard,Metrocard - Full Fare,12828649
2022-03,Manhattan,metrocard,Metrocard - Other,2256158
2022-03,Manhattan,metrocard,Metrocard - Seniors & Disability,1606752
2022-03,Manhattan,metrocard,Metrocard - Students,1919899
2022-03,Manhattan,metrocard,Metrocard - Unlimited 30-Day,5717783
2022-03,Manhattan,metrocard,Metrocard - Unlimited 7-Day,5226557
2022-03,Manhattan,omny,OMNY - Full Fare,15159867
2022-03,Manhattan,omny,OMNY - Other,184251
2022-03,Queens,metrocard,Metrocard - Fair Fare,387010
2022-03,Queens,metrocard,Metrocard - Full Fare,3910621
2022-03,Queens,metrocard,Metrocard - Other,652972
2022-03,Queens,metrocard,Metrocard - Seniors & Disability,510121
2022-03,Queens,metrocard,Metrocard - Students,1091463
2022-03,Queens,metrocard,Metrocard - Unlimited 30-Day,1883052
2022-03,Queens,metrocard,Metrocard - Unlimited 7-Day,1972483
2022-03,Queens,omny,OMNY - Full Fare,3068161
2022-03,Queens,omny,OMNY - Other,12405
2022-03,Staten Island,metrocard,Metrocard - Fair Fare,5078
2022-03,Staten Island,metrocard,Metrocard - Full Fare,80522
2022-03,Staten Island,metrocard,Metrocard - Other,15623
2022-03,Staten Island,metrocard,Metrocard - Seniors & Disability,8275
2022-03,Staten Island,metrocard,Metrocard - Students,13250
2022-03,Staten Island,metrocard,Metrocard - Unlimited 30-Day,13263
2022-03,Staten Island,metrocard,Metrocard - Unlimited 7-Day,9775
2022-03,Staten Island,omny,OMNY - Full Fare,27381
2022-03,Staten Island,omny,OMNY - Other,294
2022-04,Bronx,metrocard,Metrocard - Fair Fare,469516
2022-04,Bronx,metrocard,Metrocard - Full Fare,1912161
2022-04,Bronx,metrocard,Metrocard - Other,412687
2022-04,Bronx,metrocard,Metrocard - Seniors & Disability,221042
2022-04,Bronx,metrocard,Metrocard - Students,612415
2022-04,Bronx,metrocard,Metrocard - Unlimited 30-Day,749003
2022-04,Bronx,metrocard,Metrocard - Unlimited 7-Day,1214732
2022-04,Bronx,omny,OMNY - Full Fare,1393348
2022-04,Bronx,omny,OMNY - Other,410
2022-04,Bronx,omny,OMNY - Seniors & Disability,24
2022-04,Brooklyn,metrocard,Metrocard - Fair Fare,725407
2022-04,Brooklyn,metrocard,Metrocard - Full Fare,4858887
2022-04,Brooklyn,metrocard,Metrocard - Other,978182
2022-04,Brooklyn,metrocard,Metrocard - Seniors & Disability,686322
2022-04,Brooklyn,metrocard,Metrocard - Students,1334325
2022-04,Brooklyn,metrocard,Metrocard - Unlimited 30-Day,2408568
2022-04,Brooklyn,metrocard,Metrocard - Unlimited 7-Day,2212860
2022-04,Brooklyn,omny,OMNY - Full Fare,5845979
2022-04,Brooklyn,omny,OMNY - Other,1538
2022-04,Brooklyn,omny,OMNY - Seniors & Disability,166
2022-04,Manhattan,metrocard,Metrocard - Fair Fare,1188743
2022-04,Manhattan,metrocard,Metrocard - Full Fare,12255980
2022-04,Manhattan,metrocard,Metrocard - Other,2118287
2022-04,Manhattan,metrocard,Metrocard - Seniors & Disability,1568185
2022-04,Manhattan,metrocard,Metrocard - Students,1458348
2022-04,Manhattan,metrocard,Metrocard - Unlimited 30-Day,5184287
2022-04,Manhattan,metrocard,Metrocard - Unlimited 7-Day,5616250
2022-04,Manhattan,omny,OMNY - Full Fare,15670564
2022-04,Manhattan,omny,OMNY - Other,5881
2022-04,Manhattan,omny,OMNY - Seniors & Disability,410
2022-04,Queens,metrocard,Metrocard - Fair Fare,372532
2022-04,Queens,metrocard,Metrocard - Full Fare,3661662
2022-04,Queens,metrocard,Metrocard - Other,625927
2022-04,Queens,metrocard,Metrocard - Seniors & Disability,497003
2022-04,Queens,metrocard,Metrocard - Students,813326
2022-04,Queens,metrocard,Metrocard - Unlimited 30-Day,1735555
2022-04,Queens,metrocard,Metrocard - Unlimited 7-Day,1929390
2022-04,Queens,omny,OMNY - Full Fare,3128365
2022-04,Queens,omny,OMNY - Other,1117
2022-04,Queens,omny,OMNY - Seniors & Disability,66
2022-04,Staten Island,metrocard,Metrocard - Fair Fare,4533
2022-04,Staten Island,metrocard,Metrocard - Full Fare,69462
2022-04,Staten Island,metrocard,Metrocard - Other,13033
2022-04,Staten Island,metrocard,Metrocard - Seniors & Disability,7335
2022-04,Staten Island,metrocard,Metrocard - Students,9219
2022-04,Staten Island,metrocard,Metrocard - Unlimited 30-Day,11261
2022-04,Staten Island,metrocard,Metrocard - Unlimited 7-Day,8721
2022-04,Staten Island,omny,OMNY - Full Fare,24001
2022-04,Staten Island,omny,OMNY - Other,27
2022-05,Bronx,metrocard,Metrocard - Fair Fare,492426
2022-05,Bronx,metrocard,Metrocard - Full Fare,1938884
2022-05,Bronx,metrocard,Metrocard - Other,420309
2022-05,Bronx,metrocard,Metrocard - Seniors & Disability,230729
2022-05,Bronx,metrocard,Metrocard - Students,725124
2022-05,Bronx,metrocard,Metrocard - Unlimited 30-Day,779981
2022-05,Bronx,metrocard,Metrocard - Unlimited 7-Day,1256513
2022-05,Bronx,omny,OMNY - Full Fare,1497693
2022-05,Bronx,omny,OMNY - Other,544
2022-05,Bronx,omny,OMNY - Seniors & Disability,20
2022-05,Brooklyn,metrocard,Metrocard - Fair Fare,777677
2022-05,Brooklyn,metrocard,Metrocard - Full Fare,5019760
2022-05,Brooklyn,metrocard,Metrocard - Other,1023031
2022-05,Brooklyn,metrocard,Metrocard - Seniors & Disability,729882
2022-05,Brooklyn,metrocard,Metrocard - Students,1646805
2022-05,Brooklyn,metrocard,Metrocard - Unlimited 30-Day,2490878
2022-05,Brooklyn,metrocard,Metrocard - Unlimited 7-Day,2297226
2022-05,Brooklyn,omny,OMNY - Full Fare,6356830
2022-05,Brooklyn,omny,OMNY - Other,1840
2022-05,Brooklyn,omny,OMNY - Seniors & Disability,62
2022-05,Manhattan,metrocard,Metrocard - Fair Fare,1248796
2022-05,Manhattan,metrocard,Metrocard - Full Fare,12424084
2022-05,Manhattan,metrocard,Metrocard - Other,2174197
2022-05,Manhattan,metrocard,Metrocard - Seniors & Disability,1643551
2022-05,Manhattan,metrocard,Metrocard - Students,1725421
2022-05,Manhattan,metrocard,Metrocard - Unlimited 30-Day,5236352
2022-05,Manhattan,metrocard,Metrocard - Unlimited 7-Day,5597625
2022-05,Manhattan,omny,OMNY - Full Fare,16994460
2022-05,Manhattan,omny,OMNY - Other,5607
2022-05,Manhattan,omny,OMNY - Seniors & Disability,181
2022-05,Queens,metrocard,Metrocard - Fair Fare,393234
2022-05,Queens,metrocard,Metrocard - Full Fare,3766757
2022-05,Queens,metrocard,Metrocard - Other,640365
2022-05,Queens,metrocard,Metrocard - Seniors & Disability,520278
2022-05,Queens,metrocard,Metrocard - Students,974993
2022-05,Queens,metrocard,Metrocard - Unlimited 30-Day,1782068
2022-05,Queens,metrocard,Metrocard - Unlimited 7-Day,2021885
2022-05,Queens,omny,OMNY - Full Fare,3428588
2022-05,Queens,omny,OMNY - Other,1195
2022-05,Queens,omny,OMNY - Seniors & Disability,39
2022-05,Staten Island,metrocard,Metrocard - Fair Fare,4982
2022-05,Staten Island,metrocard,Metrocard - Full Fare,73662
2022-05,Staten Island,metrocard,Metrocard - Other,13687
2022-05,Staten Island,metrocard,Metrocard - Seniors & Disability,7717
2022-05,Staten Island,metrocard,Metrocard - Students,11215
2022-05,Staten Island,metrocard,Metrocard - Unlimited 30-Day,12398
2022-05,Staten Island,metrocard,Metrocard - Unlimited 7-Day,9632
2022-05,Staten Island,omny,OMNY - Full Fare,28331
2022-05,Staten Island,omny,OMNY - Other,30
2022-06,Bronx,metrocard,Metrocard - Fair Fare,477584
2022-06,Bronx,metrocard,Metrocard - Full Fare,1929094
2022-06,Bronx,metrocard,Metrocard - Other,380069
2022-06,Bronx,metrocard,Metrocard - Seniors & Disability,236765
2022-06,Bronx,metrocard,Metrocard - Students,541803
2022-06,Bronx,metrocard,Metrocard - Unlimited 30-Day,756500
2022-06,Bronx,metrocard,Metrocard - Unlimited 7-Day,1216427
2022-06,Bronx,omny,OMNY - Full Fare,1613958
2022-06,Bronx,omny,OMNY - Other,548
2022-06,Bronx,omny,OMNY - Seniors & Disability,41
2022-06,Brooklyn,metrocard,Metrocard - Fair Fare,758215
2022-06,Brooklyn,metrocard,Metrocard - Full Fare,4977665
2022-06,Brooklyn,metrocard,Metrocard - Other,967825
2022-06,Brooklyn,metrocard,Metrocard - Seniors & Disability,745515
2022-06,Brooklyn,metrocard,Metrocard - Students,1258563
2022-06,Brooklyn,metrocard,Metrocard - Unlimited 30-Day,2431173
2022-06,Brooklyn,metrocard,Metrocard - Unlimited 7-Day,2224305
2022-06,Brooklyn,omny,OMNY - Full Fare,6694826
2022-06,Brooklyn,omny,OMNY - Other,1257
2022-06,Brooklyn,omny,OMNY - Seniors & Disability,195
2022-06,Manhattan,metrocard,Metrocard - Fair Fare,1217561
2022-06,Manhattan,metrocard,Metrocard - Full Fare,12634111
2022-06,Manhattan,metrocard,Metrocard - Other,2084774
2022-06,Manhattan,metrocard,Metrocard - Seniors & Disability,1648444
2022-06,Manhattan,metrocard,Metrocard - Students,1317364
2022-06,Manhattan,metrocard,Metrocard - Unlimited 30-Day,5184736
2022-06,Manhattan,metrocard,Metrocard - Unlimited 7-Day,5428791
2022-06,Manhattan,omny,OMNY - Full Fare,18287126
2022-06,Manhattan,omny,OMNY - Other,3884
2022-06,Manhattan,omny,OMNY - Seniors & Disability,663
2022-06,Queens,metrocard,Metrocard - Fair Fare,390812
2022-06,Queens,metrocard,Metrocard - Full Fare,3762614
2022-06,Queens,metrocard,Metrocard - Other,606131
2022-06,Queens,metrocard,Metrocard - Seniors & Disability,538312
2022-06,Queens,metrocard,Metrocard - Students,757120
2022-06,Queens,metrocard,Metrocard - Unlimited 30-Day,1756773
2022-06,Queens,metrocard,Metrocard - Unlimited 7-Day,1996437
2022-06,Queens,omny,OMNY - Full Fare,3656255
2022-06,Queens,omny,OMNY - Other,992
2022-06,Queens,omny,OMNY - Seniors & Disability,87
2022-06,Staten Island,metrocard,Metrocard - Fair Fare,4893
2022-06,Staten Island,metrocard,Metrocard - Full Fare,75385
2022-06,Staten Island,metrocard,Metrocard - Other,13901
2022-06,Staten Island,metrocard,Metrocard - Seniors & Disability,8431
2022-06,Staten Island,metrocard,Metrocard - Students,7646
2022-06,Staten Island,metrocard,Metrocard - Unlimited 30-Day,12519
2022-06,Staten Island,metrocard,Metrocard - Unlimited 7-Day,9882
2022-06,Staten Island,omny,OMNY - Full Fare,30320
2022-06,Staten Island,omny,OMNY - Other,19
2022-07,Bronx,metrocard,Metrocard - Fair Fare,436075
2022-07,Bronx,metrocard,Metrocard - Full Fare,1807477
2022-07,Bronx,metrocard,Metrocard - Other,360895
2022-07,Bronx,metrocard,Metrocard - Seniors & Disability,219434
2022-07,Bronx,metrocard,Metrocard - Students,81331
2022-07,Bronx,metrocard,Metrocard - Unlimited 30-Day,680603
2022-07,Bronx,metrocard,Metrocard - Unlimited 7-Day,1138819
2022-07,Bronx,omny,OMNY - Full Fare,1553628
2022-07,Bronx,omny,OMNY - Other,2944
2022-07,Bronx,omny,OMNY - Seniors & Disability,80
2022-07,Brooklyn,metrocard,Metrocard - Fair Fare,713141
2022-07,Brooklyn,metrocard,Metrocard - Full Fare,4696769
2022-07,Brooklyn,metrocard,Metrocard - Other,893446
2022-07,Brooklyn,metrocard,Metrocard - Seniors & Disability,696742
2022-07,Brooklyn,metrocard,Metrocard - Students,197875
2022-07,Brooklyn,metrocard,Metrocard - Unlimited 30-Day,2264977
2022-07,Brooklyn,metrocard,Metrocard - Unlimited 7-Day,2167790
2022-07,Brooklyn,omny,OMNY - Full Fare,6550274
2022-07,Brooklyn,omny,OMNY - Other,18528
2022-07,Brooklyn,omny,OMNY - Seniors & Disability,270
2022-07,Manhattan,metrocard,Metrocard - Fair Fare,1127392
2022-07,Manhattan,metrocard,Metrocard - Full Fare,11678173
2022-07,Manhattan,metrocard,Metrocard - Other,1889729
2022-07,Manhattan,metrocard,Metrocard - Seniors & Disability,1453093
2022-07,Manhattan,metrocard,Metrocard - Students,166041
2022-07,Manhattan,metrocard,Metrocard - Unlimited 30-Day,4721510
2022-07,Manhattan,metrocard,Metrocard - Unlimited 7-Day,5523020
2022-07,Manhattan,omny,OMNY - Full Fare,17528346
2022-07,Manhattan,omny,OMNY - Other,65093
2022-07,Manhattan,omny,OMNY - Seniors & Disability,997
2022-07,Queens,metrocard,Metrocard - Fair Fare,367887
2022-07,Queens,metrocard,Metrocard - Full Fare,3562547
2022-07,Queens,metrocard,Metrocard - Other,546675
2022-07,Queens,metrocard,Metrocard - Seniors & Disability,502020
2022-07,Queens,metrocard,Metrocard - Students,120488
2022-07,Queens,metrocard,Metrocard - Unlimited 30-Day,1677008
2022-07,Queens,metrocard,Metrocard - Unlimited 7-Day,1962096
2022-07,Queens,omny,OMNY - Full Fare,3640413
2022-07,Queens,omny,OMNY - Other,8782
2022-07,Queens,omny,OMNY - Seniors & Disability,137
2022-07,Staten Island,metrocard,Metrocard - Fair Fare,4255
2022-07,Staten Island,metrocard,Metrocard - Full Fare,65636
2022-07,Staten Island,metrocard,Metrocard - Other,11913
2022-07,Staten Island,metrocard,Metrocard - Seniors & Disability,7596
2022-07,Staten Island,metrocard,Metrocard - Students,1308
2022-07,Staten Island,metrocard,Metrocard - Unlimited 30-Day,11196
2022-07,Staten Island,metrocard,Metrocard - Unlimited 7-Day,8916
2022-07,Staten Island,omny,OMNY - Full Fare,27762
2022-07,Staten Island,omny,OMNY - Other,104
2022-07,Staten Island,omny,OMNY - Seniors & Disability,3
2022-08,Bronx,metrocard,Metrocard - Fair Fare,450155
2022-08,Bronx,metrocard,Metrocard - Full Fare,1836964
2022-08,Bronx,metrocard,Metrocard - Other,387174
2022-08,Bronx,metrocard,Metrocard - Seniors & Disability,227167
2022-08,Bronx,metrocard,Metrocard - Students,93401
2022-08,Bronx,metrocard,Metrocard - Unlimited 30-Day,689380
2022-08,Bronx,metrocard,Metrocard - Unlimited 7-Day,1156793
2022-08,Bronx,omny,OMNY - Full Fare,1664017
2022-08,Bronx,omny,OMNY - Other,502
2022-08,Bronx,omny,OMNY - Seniors & Disability,106
2022-08,Brooklyn,metrocard,Metrocard - Fair Fare,729645
2022-08,Brooklyn,metrocard,Metrocard - Full Fare,4769465
2022-08,Brooklyn,metrocard,Metrocard - Other,958955
2022-08,Brooklyn,metrocard,Metrocard - Seniors & Disability,736630
