station_complex_id,dow,hora,ridership
109,5,19,1146
109,5,20,734
109,5,21,691
109,5,22,480
109,5,23,296
109,6,0,173
109,6,1,82
109,6,2,63
109,6,3,53
109,6,4,200
109,6,5,771
109,6,6,1437
109,6,7,2211
109,6,8,2547
109,6,9,2418
109,6,10,2281
109,6,11,2213
109,6,12,2179
109,6,13,2095
109,6,14,2013
109,6,15,1789
109,6,16,1557
109,6,17,1497
109,6,18,1377
109,6,19,973
109,6,20,787
109,6,21,712
109,6,22,515
109,6,23,334
110,0,0,120
110,0,1,89
110,0,2,35
110,0,3,34
110,0,4,96
110,0,5,266
110,0,6,537
110,0,7,870
110,0,8,1123
110,0,9,1565
110,0,10,1511
110,0,11,1512
110,0,12,1587
110,0,13,1491
110,0,14,1424
110,0,15,1272
110,0,16,1055
110,0,17,870
110,0,18,729
110,0,19,480
110,0,20,395
110,0,21,352
110,0,22,315
110,0,23,140
110,1,0,59
110,1,1,23
110,1,2,25
110,1,3,68
110,1,4,240
110,1,5,1597
110,1,6,3105
110,1,7,5634
110,1,8,5575
110,1,9,3095
110,1,10,1721
110,1,11,1391
110,1,12,1240
110,1,13,1437
110,1,14,1627
110,1,15,1428
110,1,16,1153
110,1,17,1122
110,1,18,797
110,1,19,540
110,1,20,385
110,1,21,323
110,1,22,275
110,1,23,89
110,2,0,46
110,2,1,18
110,2,2,23
110,2,3,72
110,2,4,279
110,2,5,1790
110,2,6,3597
110,2,7,6387
110,2,8,6681
110,2,9,3598
110,2,10,1929
110,2,11,1307
110,2,12,1244
110,2,13,1307
110,2,14,1591
110,2,15,1449
110,2,16,1196
110,2,17,1162
110,2,18,868
110,2,19,585
110,2,20,391
110,2,21,320
110,2,22,282
110,2,23,91
110,3,0,74
110,3,1,63
110,3,2,50
110,3,3,75
110,3,4,301
110,3,5,1883
110,3,6,3625
110,3,7,6590
110,3,8,6547
110,3,9,3678
110,3,10,1998
110,3,11,1385
110,3,12,1387
110,3,13,1540
110,3,14,1795
110,3,15,1658
110,3,16,1380
110,3,17,1255
110,3,18,1057
110,3,19,565
110,3,20,404
110,3,21,304
110,3,22,256
110,3,23,125
110,4,0,59
110,4,1,26
110,4,2,24
110,4,3,82
110,4,4,310
110,4,5,1893
110,4,6,3944
110,4,7,7206
110,4,8,7211
110,4,9,4080
110,4,10,2051
110,4,11,1573
110,4,12,1396
110,4,13,1527
110,4,14,1869
110,4,15,1757
110,4,16,1421
110,4,17,1299
110,4,18,1006
110,4,19,649
110,4,20,504
110,4,21,374
110,4,22,287
110,4,23,139
110,5,0,77
110,5,1,34
110,5,2,27
110,5,3,77
110,5,4,299
110,5,5,1840
110,5,6,3696
110,5,7,7063
110,5,8,6834
110,5,9,3813
110,5,10,2058
110,5,11,1407
110,5,12,1283
110,5,13,1513
110,5,14,1993
110,5,15,1732
110,5,16,1486
110,5,17,1514
110,5,18,1247
110,5,19,849
110,5,20,642
110,5,21,504
110,5,22,402
110,5,23,215
110,6,0,107
110,6,1,77
110,6,2,40
110,6,3,31
110,6,4,168
110,6,5,533
110,6,6,1056
110,6,7,1624
110,6,8,2069
110,6,9,2133
110,6,10,1935
110,6,11,1842
110,6,12,1832
110,6,13,1858
110,6,14,1766
110,6,15,1540
110,6,16,1386
110,6,17,1366
110,6,18,1266
110,6,19,908
110,6,20,737
110,6,21,573
110,6,22,411
110,6,23,274
111,0,0,246
111,0,1,136
111,0,2,53
111,0,3,87
111,0,4,104
111,0,5,226
111,0,6,686
111,0,7,926
111,0,8,1274
111,0,9,1671
111,0,10,1852
111,0,11,1875
111,0,12,1714
111,0,13,1867
111,0,14,1735
111,0,15,1471
111,0,16,1147
111,0,17,1084
111,0,18,866
111,0,19,604
111,0,20,458
111,0,21,390
111,0,22,342
111,0,23,191
111,1,0,81
111,1,1,49
111,1,2,27
111,1,3,81
111,1,4,180
111,1,5,1107
111,1,6,2178
111,1,7,3625
111,1,8,4069
111,1,9,2807
111,1,10,1454
111,1,11,1140
111,1,12,1262
111,1,13,1116
111,1,14,1111
111,1,15,1170
111,1,16,1092
111,1,17,1003
111,1,18,812
111,1,19,564
111,1,20,427
111,1,21,367
111,1,22,267
111,1,23,187
111,2,0,66
111,2,1,18
111,2,2,20
111,2,3,87
111,2,4,151
111,2,5,1193
111,2,6,2404
111,2,7,4081
111,2,8,4776
111,2,9,3045
111,2,10,1454
111,2,11,1167
111,2,12,997
111,2,13,1085
111,2,14,1094
111,2,15,1067
111,2,16,1000
111,2,17,1044
111,2,18,719
111,2,19,608
111,2,20,390
111,2,21,311
111,2,22,245
111,2,23,182
111,3,0,113
111,3,1,76
111,3,2,43
111,3,3,130
111,3,4,156
111,3,5,1230
111,3,6,2347
111,3,7,4137
111,3,8,4859
111,3,9,3134
111,3,10,1588
111,3,11,1308
111,3,12,1105
111,3,13,1237
111,3,14,1260
111,3,15,1181
111,3,16,1172
111,3,17,1188
111,3,18,855
111,3,19,661
111,3,20,421
111,3,21,396
111,3,22,268
111,3,23,173
111,4,0,74
111,4,1,24
111,4,2,18
111,4,3,105
111,4,4,177
