transit_timestamp,transit_mode,station_complex_id,station_complex,borough,payment_method,fare_class_category,ridership,transfers,latitude,longitude,georeference
2020-08-15T17:00:00.000,subway,120,Bedford Av (L),Brooklyn,metrocard,Metrocard - Seniors & Disability,3.0,0.0,40.717304,-73.95687,POINT (-73.95687 40.717304)
2020-08-15T17:00:00.000,subway,120,Bedford Av (L),Brooklyn,metrocard,Metrocard - Unlimited 30-Day,41.0,0.0,40.717304,-73.95687,POINT (-73.95687 40.717304)
2020-08-15T17:00:00.000,subway,120,Bedford Av (L),Brooklyn,metrocard,Metrocard - Unlimited 7-Day,47.0,0.0,40.717304,-73.95687,POINT (-73.95687 40.717304)
2020-08-15T17:00:00.000,subway,122,Graham Av (L),Brooklyn,metrocard,Metrocard - Fair Fare,2.0,0.0,40.714565,-73.94405,POINT (-73.94405 40.714565)
2020-08-15T17:00:00.000,subway,122,Graham Av (L),Brooklyn,metrocard,Metrocard - Full Fare,86.0,0.0,40.714565,-73.94405,POINT (-73.94405 40.714565)
2020-08-15T17:00:00.000,subway,122,Graham Av (L),Brooklyn,metrocard,Metrocard - Other,4.0,0.0,40.714565,-73.94405,POINT (-73.94405 40.714565)
2020-08-15T17:00:00.000,subway,122,Graham Av (L),Brooklyn,metrocard,Metrocard - Seniors & Disability,1.0,0.0,40.714565,-73.94405,POINT (-73.94405 40.714565)
2020-08-15T17:00:00.000,subway,122,Graham Av (L),Brooklyn,metrocard,Metrocard - Unlimited 30-Day,8.0,0.0,40.714565,-73.94405,POINT (-73.94405 40.714565)
2020-08-15T17:00:00.000,subway,122,Graham Av (L),Brooklyn,metrocard,Metrocard - Unlimited 7-Day,17.0,0.0,40.714565,-73.94405,POINT (-73.94405 40.714565)
2020-08-15T17:00:00.000,subway,123,Grand St (L),Brooklyn,metrocard,Metrocard - Fair Fare,1.0,0.0,40.711926,-73.94067,POINT (-73.94067 40.711926)
2020-08-15T17:00:00.000,subway,123,Grand St (L),Brooklyn,metrocard,Metrocard - Full Fare,24.0,0.0,40.711926,-73.94067,POINT (-73.94067 40.711926)
